claim_id,claim_family_id,claim_level,claim_type,dataset,cohort,feature_space,feature_family,pipeline,atlas,target,covariates,n_samples,n_features,roi,hemisphere,roi_group,anatomical_group,network,network_7_like,lobe,direction,evidence_metric,evidence_value,coefficient,t_value,p_value,q_value,claim_text,short_claim_text,criteria_passed,status,n_evaluation_pairs,best_overall_label,worst_overall_label,any_stable_and_transferable,any_fragile,max_evidence_spearman,median_evidence_spearman,min_support_jaccard,median_support_jaccard,best_transfer_label,max_auc_oriented,max_abs_transfer_corr,related_experiment_ids,high_concordance_fragile_support,stability_label,transfer_label,overall_label,evidence_spearman,support_jaccard,direction_retention_source_support,transfer_auc_oriented,transfer_spearman_corr,target_type,evaluation_category,feature_family_group,dataset_group,dedup_key,selection_score,selection_reason,review_priority,review_set
ADNI_BASELINE_FS8_SUBCORTICAL_VOLUME_DX_CN_MCI_8a810a8b86_atomic_roi_CC_Anterior,ADNI_BASELINE_FS8_SUBCORTICAL_VOLUME_DX_CN_MCI_8a810a8b86,atomic_roi,diagnosis_contrast,ADNI_baseline,pooled,fs8_subcortical_volume,volume,freesurfer8,subcortical,diagnosis_binary_mci_cn,age; sex; education; icv,997,64,CC_Anterior,,corpus_callosum,corpus_callosum,,,,lower,t,-3.029021727273342,-0.1915805037107199,-3.029021727273342,0.0025170508611187,0.0123916350085845,"MCI is associated with lower CC_Anterior subcortical volume compared with CN, after adjustment for age, sex, education, icv.","MCI is associated with lower CC_Anterior subcortical volume compared with CN, after adjustment for age, sex, education, icv.",True,supported,3,stable_and_transferable,insufficient,True,True,0.94828134525475,0.9068834245831966,0.1428571428571428,0.3714285714285714,moderate,0.6571208851751527,,E1_ADNI_TO_AIBL_VOLUME_TRANSFER; E4_FS8_VS_FASTSURFER_VOLUME_DRIFT; E6_FS8_VOLUME_VS_THICKNESS_SENSITIVITY,True,stable,moderate,stable_and_transferable,0.94828134525475,0.1428571428571428,0.7647058823529411,0.6571208851751527,,diagnosis_or_cdr,high_concordance_fragile_support,volume,ADNI_baseline,atomic roi|diagnosis contrast|diagnosis binary mci cn|volume|cc anterior|lower|mci is associated with lower cc anterior subcortical volume compared with cn after adjustment for age sex education icv,7,claim_level:atomic_roi,21,llm_extended
AIBL_BASELINE_FS8_CORTICAL_VOLUME_DX_CN_AD_266a22fefe_atomic_roi_rh_bankssts,AIBL_BASELINE_FS8_CORTICAL_VOLUME_DX_CN_AD_266a22fefe,atomic_roi,diagnosis_contrast,AIBL_baseline,pooled,fs8_cortical_volume,volume,freesurfer8,cortical_regions,diagnosis_binary_ad_cn,age; sex,1104,68,rh_bankssts,RH,temporal,temporal,,,temporal,lower,t,-8.219822307296901,-0.6629942775668382,-8.219822307296901,5.693896882398745e-16,1.9359249400155737e-15,"AD is associated with lower rh_bankssts cortical regional volume compared with CN, after adjustment for age, sex.","AD is associated with lower rh_bankssts cortical regional volume compared with CN, after adjustment for age, sex.",True,supported,2,stable_and_transferable,stable_not_transferable,True,False,0.8747184792151772,0.7873592396075886,0.8181818181818182,0.9090909090909092,strong,0.7794241284915825,,E1_ADNI_TO_AIBL_VOLUME_TRANSFER; E6_FS8_VOLUME_VS_THICKNESS_SENSITIVITY,False,stable,strong,stable_and_transferable,0.8747184792151772,0.8181818181818182,1.0,0.7794241284915825,,diagnosis_or_cdr,stable_and_transferable,volume,AIBL_baseline,atomic roi|diagnosis contrast|diagnosis binary ad cn|volume|rh bankssts|lower|ad is associated with lower rh bankssts cortical regional volume compared with cn after adjustment for age sex,7,claim_level:atomic_roi,22,llm_extended
OASIS1_BASELINE_FS8_CORTICAL_VOLUME_MMSE_5e704a8ccb_atomic_roi_rh_posteriorcingulate,OASIS1_BASELINE_FS8_CORTICAL_VOLUME_MMSE_5e704a8ccb,atomic_roi,mmse_association,OASIS1_baseline,pooled,fs8_cortical_volume,volume,freesurfer8,cortical_regions,mmse,age; sex; education,235,68,rh_posteriorcingulate,RH,cingulate,cingulate,,,cingulate,higher,t,3.513257815323809,0.212357166598259,3.513257815323809,0.0005328101737801,0.0013418922895203,"Higher MMSE is associated with higher rh_posteriorcingulate cortical regional volume, after adjustment for age, sex, education.","Higher MMSE is associated with higher rh_posteriorcingulate cortical regional volume, after adjustment for age, sex, education.",True,supported,2,stable_and_transferable,stable_not_transferable,True,False,0.7649349162117799,0.7324674581058899,0.6666666666666666,0.8333333333333333,strong,,0.392566854921748,E2_ADNI_TO_OASIS_VOLUME_TRANSFER; E6_FS8_VOLUME_VS_THICKNESS_SENSITIVITY,False,stable,strong,stable_and_transferable,0.7649349162117799,0.6666666666666666,1.0,,0.392566854921748,mmse,stable_and_transferable,volume,OASIS1_baseline,atomic roi|mmse association|mmse|volume|rh posteriorcingulate|higher|higher mmse is associated with higher rh posteriorcingulate cortical regional volume after adjustment for age sex education,7,claim_level:atomic_roi,23,llm_extended
ADNI_SPM_MATCHED_FS8_SCHAEFER7_DX_CN_AD_e23c09f7c3_atomic_roi_LH_Default_Temp_4,ADNI_SPM_MATCHED_FS8_SCHAEFER7_DX_CN_AD_e23c09f7c3,atomic_roi,diagnosis_contrast,ADNI_SPM_MATCHED,pooled,fs8_thickness_schaefer200_7,thickness,freesurfer8,schaefer200_7network,diagnosis_binary_ad_cn,age; sex; education,1554,202,LH_Default_Temp_4,LH,Default,temporal,Default,,temporal,lower,t,-12.19534725710082,-0.6065486282536493,-12.19534725710082,9.885166730467342e-33,9.508588950259062e-32,"AD is associated with lower LH_Default_Temp_4 Schaefer 200 7-network cortical thickness compared with CN, after adjustment for age, sex, education.","AD is associated with lower LH_Default_Temp_4 Schaefer 200 7-network cortical thickness compared with CN, after adjustment for age, sex, education.",True,supported,2,stable_and_transferable,stable_not_transferable,True,False,0.8928571428571429,0.8565815086397986,0.6,0.8,strong,0.8132431379398369,,E3_FS8_VS_SPM_THICKNESS_DRIFT,False,stable,strong,stable_and_transferable,0.8928571428571429,0.6,1.0,0.8132431379398369,,diagnosis_or_cdr,stable_and_transferable,thickness,ADNI_SPM_MATCHED,atomic roi|diagnosis contrast|diagnosis binary ad cn|thickness|lh default temp 4|lower|ad is associated with lower lh default temp 4 schaefer 200 7 network cortical thickness compared with cn after adjustment for age sex education,7,claim_level:atomic_roi,24,llm_extended
OASIS1_BASELINE_FS8_CORTICAL_VOLUME_CDR_IMPAIRMENT_9a4bc2fb06_atomic_roi_rh_bankssts,OASIS1_BASELINE_FS8_CORTICAL_VOLUME_CDR_IMPAIRMENT_9a4bc2fb06,atomic_roi,cdr_impairment_contrast,OASIS1_baseline,pooled,fs8_cortical_volume,volume,freesurfer8,cortical_regions,diagnosis_binary_impairment_cdr,age; sex; education,235,68,rh_bankssts,RH,temporal,temporal,,,temporal,lower,t,-3.2139572671374754,-0.4020462307326214,-3.2139572671374754,0.001496902431465,0.0059876097258602,"CDR-defined cognitive impairment is associated with lower rh_bankssts cortical regional volume compared with CDR 0, after adjustment for age, sex, education.","CDR-defined cognitive impairment is associated with lower rh_bankssts cortical regional volume compared with CDR 0, after adjustment for age, sex, education.",True,supported,2,stable_and_transferable,insufficient,True,False,0.793335114707791,0.6466675573538954,0.7391304347826086,0.8695652173913043,moderate,0.6854814814814815,,E2_ADNI_TO_OASIS_VOLUME_TRANSFER; E6_FS8_VOLUME_VS_THICKNESS_SENSITIVITY,False,stable,moderate,stable_and_transferable,0.793335114707791,0.7391304347826086,1.0,0.6854814814814815,,diagnosis_or_cdr,stable_and_transferable,volume,OASIS1_baseline,atomic roi|cdr impairment contrast|diagnosis binary impairment cdr|volume|rh bankssts|lower|cdr defined cognitive impairment is associated with lower rh bankssts cortical regional volume compared with cdr 0 after adjustment for age sex education,7,claim_level:atomic_roi,25,llm_extended
AIBL_BASELINE_FS8_SUBCORTICAL_VOLUME_DX_CN_AD_c7233d1166_atomic_roi_Left-Hippocampus,AIBL_BASELINE_FS8_SUBCORTICAL_VOLUME_DX_CN_AD_c7233d1166,atomic_roi,diagnosis_contrast,AIBL_baseline,pooled,fs8_subcortical_volume,volume,freesurfer8,subcortical,diagnosis_binary_ad_cn,age; sex,1104,64,Left-Hippocampus,LH,medial_temporal,medial_temporal,,,,lower,t,-19.929160834671336,-1.3766223014502357,-19.929160834671336,1.1072150807461608e-75,2.362058838925143e-74,"AD is associated with lower Left-Hippocampus subcortical volume compared with CN, after adjustment for age, sex.","AD is associated with lower Left-Hippocampus subcortical volume compared with CN, after adjustment for age, sex.",True,supported,2,stable_and_transferable,insufficient,True,False,0.9809940174873448,0.9809940174873448,0.9047619047619048,0.9047619047619048,strong,0.8837495544091634,,E1_ADNI_TO_AIBL_VOLUME_TRANSFER; E6_FS8_VOLUME_VS_THICKNESS_SENSITIVITY,False,stable,strong,stable_and_transferable,0.9809940174873448,0.9047619047619048,1.0,0.8837495544091634,,diagnosis_or_cdr,stable_and_transferable,volume,AIBL_baseline,atomic roi|diagnosis contrast|diagnosis binary ad cn|volume|left hippocampus|lower|ad is associated with lower left hippocampus subcortical volume compared with cn after adjustment for age sex,7,claim_level:atomic_roi,26,llm_extended
AIBL_BASELINE_FS8_CORTICAL_VOLUME_DX_CN_AD_266a22fefe_atomic_roi_lh_superiortemporal,AIBL_BASELINE_FS8_CORTICAL_VOLUME_DX_CN_AD_266a22fefe,atomic_roi,diagnosis_contrast,AIBL_baseline,pooled,fs8_cortical_volume,volume,freesurfer8,cortical_regions,diagnosis_binary_ad_cn,age; sex,1104,68,lh_superiortemporal,LH,temporal,temporal,,,temporal,lower,t,-9.425681978525407,-0.7217029465394931,-9.425681978525407,2.441748894230204e-20,1.3678667242736174e-19,"AD is associated with lower lh_superiortemporal cortical regional volume compared with CN, after adjustment for age, sex.","AD is associated with lower lh_superiortemporal cortical regional volume compared with CN, after adjustment for age, sex.",True,supported,2,stable_and_transferable,stable_not_transferable,True,False,0.8747184792151772,0.7873592396075886,0.8181818181818182,0.9090909090909092,strong,0.7794241284915825,,E1_ADNI_TO_AIBL_VOLUME_TRANSFER; E6_FS8_VOLUME_VS_THICKNESS_SENSITIVITY,False,stable,strong,stable_and_transferable,0.8747184792151772,0.8181818181818182,1.0,0.7794241284915825,,diagnosis_or_cdr,stable_and_transferable,volume,AIBL_baseline,atomic roi|diagnosis contrast|diagnosis binary ad cn|volume|lh superiortemporal|lower|ad is associated with lower lh superiortemporal cortical regional volume compared with cn after adjustment for age sex,7,claim_level:atomic_roi,27,llm_extended
AIBL_BASELINE_FS8_SUBCORTICAL_VOLUME_DX_CN_MCI_2efad00881_atomic_roi_CC_Mid_Posterior,AIBL_BASELINE_FS8_SUBCORTICAL_VOLUME_DX_CN_MCI_2efad00881,atomic_roi,diagnosis_contrast,AIBL_baseline,pooled,fs8_subcortical_volume,volume,freesurfer8,subcortical,diagnosis_binary_mci_cn,age; sex,1131,64,CC_Mid_Posterior,,corpus_callosum,corpus_callosum,,,,lower,t,-3.657512140617501,-0.2863812207650019,-3.657512140617501,0.0002664477528314,0.0015502414710194,"MCI is associated with lower CC_Mid_Posterior subcortical volume compared with CN, after adjustment for age, sex.","MCI is associated with lower CC_Mid_Posterior subcortical volume compared with CN, after adjustment for age, sex.",True,supported,2,stable_and_transferable,insufficient,True,False,0.8654855039116431,0.8654855039116431,0.6,0.6,moderate,0.6571208851751527,,E1_ADNI_TO_AIBL_VOLUME_TRANSFER; E6_FS8_VOLUME_VS_THICKNESS_SENSITIVITY,False,stable,moderate,stable_and_transferable,0.8654855039116431,0.6,1.0,0.6571208851751527,,diagnosis_or_cdr,stable_and_transferable,volume,AIBL_baseline,atomic roi|diagnosis contrast|diagnosis binary mci cn|volume|cc mid posterior|lower|mci is associated with lower cc mid posterior subcortical volume compared with cn after adjustment for age sex,7,claim_level:atomic_roi,28,llm_extended
OASIS1_BASELINE_FS8_CORTICAL_VOLUME_MMSE_5e704a8ccb_atomic_roi_lh_parahippocampal,OASIS1_BASELINE_FS8_CORTICAL_VOLUME_MMSE_5e704a8ccb,atomic_roi,mmse_association,OASIS1_baseline,pooled,fs8_cortical_volume,volume,freesurfer8,cortical_regions,mmse,age; sex; education,235,68,lh_parahippocampal,LH,temporal,temporal,,,temporal,higher,t,3.2653449109291084,0.2092067612164231,3.2653449109291084,0.0012600418810772,0.0029896058894536,"Higher MMSE is associated with higher lh_parahippocampal cortical regional volume, after adjustment for age, sex, education.","Higher MMSE is associated with higher lh_parahippocampal cortical regional volume, after adjustment for age, sex, education.",True,supported,2,stable_and_transferable,stable_not_transferable,True,False,0.7649349162117799,0.7324674581058899,0.6666666666666666,0.8333333333333333,strong,,0.392566854921748,E2_ADNI_TO_OASIS_VOLUME_TRANSFER; E6_FS8_VOLUME_VS_THICKNESS_SENSITIVITY,False,stable,strong,stable_and_transferable,0.7649349162117799,0.6666666666666666,1.0,,0.392566854921748,mmse,stable_and_transferable,volume,OASIS1_baseline,atomic roi|mmse association|mmse|volume|lh parahippocampal|higher|higher mmse is associated with higher lh parahippocampal cortical regional volume after adjustment for age sex education,7,claim_level:atomic_roi,29,llm_extended
ADNI_BASELINE_FS8_SUBCORTICAL_VOLUME_AGE_fa1c14f686_atomic_roi_CC_Anterior,ADNI_BASELINE_FS8_SUBCORTICAL_VOLUME_AGE_fa1c14f686,atomic_roi,age_association,ADNI_baseline,pooled,fs8_subcortical_volume,volume,freesurfer8,subcortical,age,sex; education; icv,1299,64,CC_Anterior,,corpus_callosum,corpus_callosum,,,,lower,t,-6.889058999701261,-0.1861581669201253,-6.889058999701261,8.74351384215985e-12,3.49740553686394e-11,"Older age is associated with lower CC_Anterior subcortical volume, after adjustment for sex, education, icv.","Older age is associated with lower CC_Anterior subcortical volume, after adjustment for sex, education, icv.",True,supported,4,stable_and_transferable,insufficient,True,True,0.9496548550391168,0.9400711171573062,0.1764705882352941,0.6,strong,,0.8120652147517923,E1_ADNI_TO_AIBL_VOLUME_TRANSFER; E2_ADNI_TO_OASIS_VOLUME_TRANSFER; E4_FS8_VS_FASTSURFER_VOLUME_DRIFT; E6_FS8_VOLUME_VS_THICKNESS_SENSITIVITY,True,stable,strong,stable_and_transferable,0.9496548550391168,0.1764705882352941,1.0,,0.8120652147517923,age,high_concordance_fragile_support,volume,ADNI_baseline,atomic roi|age association|age|volume|cc anterior|lower|older age is associated with lower cc anterior subcortical volume after adjustment for sex education icv,7,claim_level:atomic_roi,30,llm_extended
ADNI_SPM_MATCHED_SPM_THICKNESS_SCHAEFER200_7_DX_CN_AD_ddab764881_atomic_roi_RH_Limbic_TempPole_3,ADNI_SPM_MATCHED_SPM_THICKNESS_SCHAEFER200_7_DX_CN_AD_ddab764881,atomic_roi,diagnosis_contrast,ADNI_SPM_MATCHED,pooled,spm_thickness_schaefer200_7,thickness,spm_cat12,schaefer200_7network,diagnosis_binary_ad_cn,age; sex; education,1554,202,RH_Limbic_TempPole_3,RH,Limbic,temporal_pole,Limbic,,temporal,lower,t,-28.605996271515075,-1.192915224950279,-28.605996271515075,7.450747825876083e-145,1.5050510608269688e-142,"AD is associated with lower RH_Limbic_TempPole_3 Schaefer 200 7-network cortical thickness compared with CN, after adjustment for age, sex, education.","AD is associated with lower RH_Limbic_TempPole_3 Schaefer 200 7-network cortical thickness compared with CN, after adjustment for age, sex, education.",True,supported,2,stable_and_transferable,stable_not_transferable,True,False,1.0,0.9101529372112271,0.6,0.8,strong,0.8132431379398369,,E3_FS8_VS_SPM_THICKNESS_DRIFT,False,stable,strong,stable_and_transferable,1.0,0.6,1.0,0.8132431379398369,,diagnosis_or_cdr,stable_and_transferable,thickness,ADNI_SPM_MATCHED,atomic roi|diagnosis contrast|diagnosis binary ad cn|thickness|rh limbic temppole 3|lower|ad is associated with lower rh limbic temppole 3 schaefer 200 7 network cortical thickness compared with cn after adjustment for age sex education,7,claim_level:atomic_roi,31,llm_extended
ADNI_BASELINE_FASTSURFER_SUBCORTICAL_VOLUME_MMSE_f0bd89a08f_atomic_roi_Right-Inf-Lat-Vent,ADNI_BASELINE_FASTSURFER_SUBCORTICAL_VOLUME_MMSE_f0bd89a08f,atomic_roi,mmse_association,ADNI_baseline,pooled,fastsurfer_subcortical_volume,volume,fastsurfer,subcortical,mmse,age; sex; education; icv,1272,64,Right-Inf-Lat-Vent,RH,ventricle_csf,ventricle_csf,,,,lower,t,-8.503869730064618,-0.2144916499990622,-8.503869730064618,5.0984290894513505e-17,1.1981308360210677e-15,"Higher MMSE is associated with lower Right-Inf-Lat-Vent subcortical volume, after adjustment for age, sex, education, icv.","Higher MMSE is associated with lower Right-Inf-Lat-Vent subcortical volume, after adjustment for age, sex, education, icv.",True,supported,1,fragile,fragile,False,True,0.9060738346129618,0.9060738346129618,0.1764705882352941,0.1764705882352941,weak,,0.1128205267943267,E4_FS8_VS_FASTSURFER_VOLUME_DRIFT,True,fragile,weak,fragile,0.9060738346129618,0.1764705882352941,0.5625,,-0.1128205267943267,mmse,high_concordance_fragile_support,volume,ADNI_baseline,atomic roi|mmse association|mmse|volume|right inf lat vent|lower|higher mmse is associated with lower right inf lat vent subcortical volume after adjustment for age sex education icv,7,claim_level:atomic_roi,32,llm_extended
OASIS1_BASELINE_FS8_SUBCORTICAL_VOLUME_MMSE_543c6804cb_atomic_roi_Right-Lateral-Ventricle,OASIS1_BASELINE_FS8_SUBCORTICAL_VOLUME_MMSE_543c6804cb,atomic_roi,mmse_association,OASIS1_baseline,pooled,fs8_subcortical_volume,volume,freesurfer8,subcortical,mmse,age; sex; education,235,64,Right-Lateral-Ventricle,RH,ventricle_csf,ventricle_csf,,,,lower,t,-3.488196324749043,-0.2062036051760897,-3.488196324749043,0.0005825421433902,0.0016249859789307,"Higher MMSE is associated with lower Right-Lateral-Ventricle subcortical volume, after adjustment for age, sex, education.","Higher MMSE is associated with lower Right-Lateral-Ventricle subcortical volume, after adjustment for age, sex, education.",True,supported,2,stable_and_transferable,insufficient,True,False,0.912030317690695,0.912030317690695,0.8181818181818182,0.8181818181818182,strong,,0.4980881652530853,E2_ADNI_TO_OASIS_VOLUME_TRANSFER; E6_FS8_VOLUME_VS_THICKNESS_SENSITIVITY,False,stable,strong,stable_and_transferable,0.912030317690695,0.8181818181818182,1.0,,0.4980881652530853,mmse,stable_and_transferable,volume,OASIS1_baseline,atomic roi|mmse association|mmse|volume|right lateral ventricle|lower|higher mmse is associated with lower right lateral ventricle subcortical volume after adjustment for age sex education,7,claim_level:atomic_roi,33,llm_extended
OASIS1_BASELINE_FS8_CORTICAL_VOLUME_CDR_IMPAIRMENT_9a4bc2fb06_atomic_roi_rh_parahippocampal,OASIS1_BASELINE_FS8_CORTICAL_VOLUME_CDR_IMPAIRMENT_9a4bc2fb06,atomic_roi,cdr_impairment_contrast,OASIS1_baseline,pooled,fs8_cortical_volume,volume,freesurfer8,cortical_regions,diagnosis_binary_impairment_cdr,age; sex; education,235,68,rh_parahippocampal,RH,temporal,temporal,,,temporal,lower,t,-4.20006392975753,-0.551437574560952,-4.20006392975753,3.817421127339341e-05,0.0003264686361565,"CDR-defined cognitive impairment is associated with lower rh_parahippocampal cortical regional volume compared with CDR 0, after adjustment for age, sex, education.","CDR-defined cognitive impairment is associated with lower rh_parahippocampal cortical regional volume compared with CDR 0, after adjustment for age, sex, education.",True,supported,2,stable_and_transferable,insufficient,True,False,0.793335114707791,0.6466675573538954,0.7391304347826086,0.8695652173913043,moderate,0.6854814814814815,,E2_ADNI_TO_OASIS_VOLUME_TRANSFER; E6_FS8_VOLUME_VS_THICKNESS_SENSITIVITY,False,stable,moderate,stable_and_transferable,0.793335114707791,0.7391304347826086,1.0,0.6854814814814815,,diagnosis_or_cdr,stable_and_transferable,volume,OASIS1_baseline,atomic roi|cdr impairment contrast|diagnosis binary impairment cdr|volume|rh parahippocampal|lower|cdr defined cognitive impairment is associated with lower rh parahippocampal cortical regional volume compared with cdr 0 after adjustment for age sex education,7,claim_level:atomic_roi,34,llm_extended
ADNI_SPM_MATCHED_FS8_SCHAEFER7_DX_CN_AD_e23c09f7c3_atomic_roi_LH_Limbic_TempPole_4,ADNI_SPM_MATCHED_FS8_SCHAEFER7_DX_CN_AD_e23c09f7c3,atomic_roi,diagnosis_contrast,ADNI_SPM_MATCHED,pooled,fs8_thickness_schaefer200_7,thickness,freesurfer8,schaefer200_7network,diagnosis_binary_ad_cn,age; sex; education,1554,202,LH_Limbic_TempPole_4,LH,Limbic,temporal_pole,Limbic,,temporal,lower,t,-15.03017028164587,-0.7185600871867467,-15.03017028164587,9.142688254957515e-48,3.693646055002836e-46,"AD is associated with lower LH_Limbic_TempPole_4 Schaefer 200 7-network cortical thickness compared with CN, after adjustment for age, sex, education.","AD is associated with lower LH_Limbic_TempPole_4 Schaefer 200 7-network cortical thickness compared with CN, after adjustment for age, sex, education.",True,supported,2,stable_and_transferable,stable_not_transferable,True,False,0.8928571428571429,0.8565815086397986,0.6,0.8,strong,0.8132431379398369,,E3_FS8_VS_SPM_THICKNESS_DRIFT,False,stable,strong,stable_and_transferable,0.8928571428571429,0.6,1.0,0.8132431379398369,,diagnosis_or_cdr,stable_and_transferable,thickness,ADNI_SPM_MATCHED,atomic roi|diagnosis contrast|diagnosis binary ad cn|thickness|lh limbic temppole 4|lower|ad is associated with lower lh limbic temppole 4 schaefer 200 7 network cortical thickness compared with cn after adjustment for age sex education,7,claim_level:atomic_roi,35,llm_extended
AIBL_BASELINE_FS8_CORTICAL_VOLUME_DX_CN_AD_266a22fefe_atomic_roi_rh_superiorparietal,AIBL_BASELINE_FS8_CORTICAL_VOLUME_DX_CN_AD_266a22fefe,atomic_roi,diagnosis_contrast,AIBL_baseline,pooled,fs8_cortical_volume,volume,freesurfer8,cortical_regions,diagnosis_binary_ad_cn,age; sex,1104,68,rh_superiorparietal,RH,parietal,parietal,,,parietal,lower,t,-7.859662992791104,-0.6377998132956023,-7.859662992791104,9.138641277991463e-15,2.649185264576377e-14,"AD is associated with lower rh_superiorparietal cortical regional volume compared with CN, after adjustment for age, sex.","AD is associated with lower rh_superiorparietal cortical regional volume compared with CN, after adjustment for age, sex.",True,supported,2,stable_and_transferable,stable_not_transferable,True,False,0.8747184792151772,0.7873592396075886,0.8181818181818182,0.9090909090909092,strong,0.7794241284915825,,E1_ADNI_TO_AIBL_VOLUME_TRANSFER; E6_FS8_VOLUME_VS_THICKNESS_SENSITIVITY,False,stable,strong,stable_and_transferable,0.8747184792151772,0.8181818181818182,1.0,0.7794241284915825,,diagnosis_or_cdr,stable_and_transferable,volume,AIBL_baseline,atomic roi|diagnosis contrast|diagnosis binary ad cn|volume|rh superiorparietal|lower|ad is associated with lower rh superiorparietal cortical regional volume compared with cn after adjustment for age sex,7,claim_level:atomic_roi,36,llm_extended
ADNI_BASELINE_FS8_CORTICAL_VOLUME_DX_CN_MCI_33363e6dbd_group_summary_temporal,ADNI_BASELINE_FS8_CORTICAL_VOLUME_DX_CN_MCI_33363e6dbd,group_summary,group_enrichment,ADNI_baseline,pooled,fs8_cortical_volume,volume,freesurfer8,cortical_regions,diagnosis_binary_mci_cn,age; sex; education; icv,997,68,,,temporal,temporal,,,temporal,lower,mean_abs_t,4.972966259977779,-0.2977269654792012,,,,"MCI-versus-CN effects are concentrated in temporal regions, where 16/18 regions meet support criteria.","MCI-versus-CN effects are concentrated in temporal regions, where 16/18 regions meet support criteria.",True,supported,3,fragile,insufficient,False,True,0.896351136964569,0.6528228423101882,0.0256410256410256,0.4814814814814814,weak,0.5672425947566304,,E1_ADNI_TO_AIBL_VOLUME_TRANSFER; E4_FS8_VS_FASTSURFER_VOLUME_DRIFT; E6_FS8_VOLUME_VS_THICKNESS_SENSITIVITY,True,fragile,weak,fragile,0.896351136964569,0.0256410256410256,0.1875,0.5672425947566304,,diagnosis_or_cdr,high_concordance_fragile_support,volume,ADNI_baseline,group summary|group enrichment|diagnosis binary mci cn|volume|nan|lower|mci versus cn effects are concentrated in temporal regions where 16 18 regions meet support criteria,7,claim_level:group_summary,37,llm_extended
AIBL_BASELINE_FS8_THICKNESS_SCHAEFER200_7_AGE_ddfc39d5dd_group_summary_Default,AIBL_BASELINE_FS8_THICKNESS_SCHAEFER200_7_AGE_ddfc39d5dd,group_summary,group_enrichment,AIBL_baseline,pooled,fs8_thickness_schaefer200_7,thickness,freesurfer8,schaefer200_7network,age,sex,1298,202,,,Default,prefrontal,Default,Default,frontal,higher,mean_abs_t,2.6221643206276517,0.0602416667730839,,,,"Age-associated effects are concentrated in Default network parcels, where 3/8 regions meet support criteria.","Age-associated effects are concentrated in Default network parcels, where 3/8 regions meet support criteria.",True,supported,4,fragile,insufficient,False,True,0.8999999999999998,0.7,1.0,1.0,insufficient,,,E5_FS8_THICKNESS_ATLAS_SENSITIVITY; E6_FS8_VOLUME_VS_THICKNESS_SENSITIVITY,True,moderate,insufficient,fragile,0.8999999999999998,1.0,0.6,,,age,high_concordance_fragile_support,thickness,AIBL_baseline,group summary|group enrichment|age|thickness|nan|higher|age associated effects are concentrated in default network parcels where 3 8 regions meet support criteria,7,claim_level:group_summary,38,llm_extended
AIBL_BASELINE_FS8_SUBCORTICAL_VOLUME_DX_CN_MCI_2efad00881_group_summary_ventricle_csf,AIBL_BASELINE_FS8_SUBCORTICAL_VOLUME_DX_CN_MCI_2efad00881,group_summary,group_enrichment,AIBL_baseline,pooled,fs8_subcortical_volume,volume,freesurfer8,subcortical,diagnosis_binary_mci_cn,age; sex,1131,64,,,ventricle_csf,ventricle_csf,,,,higher,mean_abs_t,4.273097427831655,0.2998800389237814,,,,"MCI-versus-CN effects are concentrated in ventricular/CSF-related regions, where 6/10 regions meet support criteria.","MCI-versus-CN effects are concentrated in ventricular/CSF-related regions, where 6/10 regions meet support criteria.",True,supported,2,stable_and_transferable,insufficient,True,False,0.8654855039116431,0.8654855039116431,0.6,0.6,moderate,0.6571208851751527,,E1_ADNI_TO_AIBL_VOLUME_TRANSFER; E6_FS8_VOLUME_VS_THICKNESS_SENSITIVITY,False,stable,moderate,stable_and_transferable,0.8654855039116431,0.6,1.0,0.6571208851751527,,diagnosis_or_cdr,stable_and_transferable,volume,AIBL_baseline,group summary|group enrichment|diagnosis binary mci cn|volume|nan|higher|mci versus cn effects are concentrated in ventricular csf related regions where 6 10 regions meet support criteria,7,claim_level:group_summary,39,llm_extended
ADNI_BASELINE_FS8_SUBCORTICAL_VOLUME_MMSE_6b265c44ab_group_summary_medial_temporal,ADNI_BASELINE_FS8_SUBCORTICAL_VOLUME_MMSE_6b265c44ab,group_summary,group_enrichment,ADNI_baseline,pooled,fs8_subcortical_volume,volume,freesurfer8,subcortical,mmse,age; sex; education; icv,1272,64,,,medial_temporal,medial_temporal,,,,higher,mean_abs_t,11.929709454169194,0.3102529281653318,,,,"MMSE-associated effects are concentrated in medial temporal structures, where 4/4 regions meet support criteria.","MMSE-associated effects are concentrated in medial temporal structures, where 4/4 regions meet support criteria.",True,supported,4,stable_and_transferable,insufficient,True,True,0.9679705476300048,0.912030317690695,0.1764705882352941,0.8181818181818182,strong,,0.4980881652530853,E1_ADNI_TO_AIBL_VOLUME_TRANSFER; E2_ADNI_TO_OASIS_VOLUME_TRANSFER; E4_FS8_VS_FASTSURFER_VOLUME_DRIFT; E6_FS8_VOLUME_VS_THICKNESS_SENSITIVITY,True,stable,strong,stable_and_transferable,0.9679705476300048,0.1764705882352941,1.0,,0.4980881652530853,mmse,high_concordance_fragile_support,volume,ADNI_baseline,group summary|group enrichment|mmse|volume|nan|higher|mmse associated effects are concentrated in medial temporal structures where 4 4 regions meet support criteria,7,claim_level:group_summary,40,llm_extended
