review_id,claim_id,claim_family_id,review_set,claim_level,claim_type,claim_text,short_claim_text,target,feature_family,feature_space,pipeline,atlas,dataset,cohort,roi,roi_group,anatomical_group,network,network_7_like,lobe,direction,evidence_metric,evidence_value,coefficient,t_value,p_value,q_value,n_samples,n_features,support_regions,support_metrics_short,overall_label,stability_label,transfer_label,evidence_spearman,support_jaccard,direction_retention_source_support,transfer_auc_oriented,transfer_spearman_corr,related_experiment_ids,reviewer_id,reviewer_type,reviewer_specialty,plausibility_1_5,clarity_1_5,faithfulness_1_5,usefulness_1_5,reviewer_confidence_1_5,caution_level,recommended_action,corrected_claim_text,reviewer_comments
REV0026,AIBL_BASELINE_FS8_SUBCORTICAL_VOLUME_DX_CN_AD_c7233d1166_atomic_roi_Left-Hippocampus,AIBL_BASELINE_FS8_SUBCORTICAL_VOLUME_DX_CN_AD_c7233d1166,llm_extended,atomic_roi,diagnosis_contrast,"AD is associated with lower Left-Hippocampus subcortical volume compared with CN, after adjustment for age, sex.","AD is associated with lower Left-Hippocampus subcortical volume compared with CN, after adjustment for age, sex.",diagnosis_binary_ad_cn,volume,fs8_subcortical_volume,freesurfer8,subcortical,AIBL_baseline,pooled,Left-Hippocampus,medial_temporal,medial_temporal,,,,lower,t,-19.92916083,-1.376622301,-19.92916083,1.1072150807461608e-75,2.362058838925143e-74,1104,64,,,stable_and_transferable,stable,strong,0.9809940174873448,0.9047619047619048,1,0.8837495544091634,,E1_ADNI_TO_AIBL_VOLUME_TRANSFER; E6_FS8_VOLUME_VS_THICKNESS_SENSITIVITY,gemini_3_1_pro,llm,llm,5,5,5,5,3,fragile,minor_revise,,
REV0027,AIBL_BASELINE_FS8_CORTICAL_VOLUME_DX_CN_AD_266a22fefe_atomic_roi_lh_superiortemporal,AIBL_BASELINE_FS8_CORTICAL_VOLUME_DX_CN_AD_266a22fefe,llm_extended,atomic_roi,diagnosis_contrast,"AD is associated with lower lh_superiortemporal cortical regional volume compared with CN, after adjustment for age, sex.","AD is associated with lower lh_superiortemporal cortical regional volume compared with CN, after adjustment for age, sex.",diagnosis_binary_ad_cn,volume,fs8_cortical_volume,freesurfer8,cortical_regions,AIBL_baseline,pooled,lh_superiortemporal,temporal,temporal,,,temporal,lower,t,-9.425681979,-0.721702947,-9.425681979,2.441748894230204e-20,1.3678667242736174e-19,1104,68,,,stable_and_transferable,stable,strong,0.8747184792151772,0.8181818181818182,1,0.7794241284915825,,E1_ADNI_TO_AIBL_VOLUME_TRANSFER; E6_FS8_VOLUME_VS_THICKNESS_SENSITIVITY,gemini_3_1_pro,llm,llm,5,5,5,5,3,fragile,minor_revise,,
REV0028,AIBL_BASELINE_FS8_SUBCORTICAL_VOLUME_DX_CN_MCI_2efad00881_atomic_roi_CC_Mid_Posterior,AIBL_BASELINE_FS8_SUBCORTICAL_VOLUME_DX_CN_MCI_2efad00881,llm_extended,atomic_roi,diagnosis_contrast,"MCI is associated with lower CC_Mid_Posterior subcortical volume compared with CN, after adjustment for age, sex.","MCI is associated with lower CC_Mid_Posterior subcortical volume compared with CN, after adjustment for age, sex.",diagnosis_binary_mci_cn,volume,fs8_subcortical_volume,freesurfer8,subcortical,AIBL_baseline,pooled,CC_Mid_Posterior,corpus_callosum,corpus_callosum,,,,lower,t,-3.657512141,-0.286381221,-3.657512141,0.000266448,0.001550241,1131,64,,,stable_and_transferable,stable,moderate,0.8654855039116431,0.6,1,0.6571208851751527,,E1_ADNI_TO_AIBL_VOLUME_TRANSFER; E6_FS8_VOLUME_VS_THICKNESS_SENSITIVITY,gemini_3_1_pro,llm,llm,4,5,4,4,3,fragile,minor_revise,,
REV0029,OASIS1_BASELINE_FS8_CORTICAL_VOLUME_MMSE_5e704a8ccb_atomic_roi_lh_parahippocampal,OASIS1_BASELINE_FS8_CORTICAL_VOLUME_MMSE_5e704a8ccb,llm_extended,atomic_roi,mmse_association,"Higher MMSE is associated with higher lh_parahippocampal cortical regional volume, after adjustment for age, sex, education.","Higher MMSE is associated with higher lh_parahippocampal cortical regional volume, after adjustment for age, sex, education.",mmse,volume,fs8_cortical_volume,freesurfer8,cortical_regions,OASIS1_baseline,pooled,lh_parahippocampal,temporal,temporal,,,temporal,higher,t,3.2653449109291084,0.2092067612164231,3.2653449109291084,0.001260042,0.002989606,235,68,,,stable_and_transferable,stable,strong,0.7649349162117799,0.6666666666666666,1,,0.392566855,E2_ADNI_TO_OASIS_VOLUME_TRANSFER; E6_FS8_VOLUME_VS_THICKNESS_SENSITIVITY,gemini_3_1_pro,llm,llm,5,5,5,5,4,stable,accept,,
REV0030,ADNI_BASELINE_FS8_SUBCORTICAL_VOLUME_AGE_fa1c14f686_atomic_roi_CC_Anterior,ADNI_BASELINE_FS8_SUBCORTICAL_VOLUME_AGE_fa1c14f686,llm_extended,atomic_roi,age_association,"Older age is associated with lower CC_Anterior subcortical volume, after adjustment for sex, education, icv.","Older age is associated with lower CC_Anterior subcortical volume, after adjustment for sex, education, icv.",age,volume,fs8_subcortical_volume,freesurfer8,subcortical,ADNI_baseline,pooled,CC_Anterior,corpus_callosum,corpus_callosum,,,,lower,t,-6.889059,-0.186158167,-6.889059,8.74351384215985e-12,3.49740553686394e-11,1299,64,,,stable_and_transferable,stable,strong,0.9496548550391168,0.1764705882352941,1,,0.8120652147517923,E1_ADNI_TO_AIBL_VOLUME_TRANSFER; E2_ADNI_TO_OASIS_VOLUME_TRANSFER; E4_FS8_VS_FASTSURFER_VOLUME_DRIFT; E6_FS8_VOLUME_VS_THICKNESS_SENSITIVITY,gemini_3_1_pro,llm,llm,4,5,5,5,3,fragile,minor_revise,,
REV0031,ADNI_SPM_MATCHED_SPM_THICKNESS_SCHAEFER200_7_DX_CN_AD_ddab764881_atomic_roi_RH_Limbic_TempPole_3,ADNI_SPM_MATCHED_SPM_THICKNESS_SCHAEFER200_7_DX_CN_AD_ddab764881,llm_extended,atomic_roi,diagnosis_contrast,"AD is associated with lower RH_Limbic_TempPole_3 Schaefer 200 7-network cortical thickness compared with CN, after adjustment for age, sex, education.","AD is associated with lower RH_Limbic_TempPole_3 Schaefer 200 7-network cortical thickness compared with CN, after adjustment for age, sex, education.",diagnosis_binary_ad_cn,thickness,spm_thickness_schaefer200_7,spm_cat12,schaefer200_7network,ADNI_SPM_MATCHED,pooled,RH_Limbic_TempPole_3,Limbic,temporal_pole,Limbic,,temporal,lower,t,-28.60599627,-1.192915225,-28.60599627,7.450747825876083e-145,1.5050510608269688e-142,1554,202,,,stable_and_transferable,stable,strong,1,0.6,1,0.8132431379398369,,E3_FS8_VS_SPM_THICKNESS_DRIFT,gemini_3_1_pro,llm,llm,4,5,5,5,3,fragile,minor_revise,,
REV0032,ADNI_BASELINE_FASTSURFER_SUBCORTICAL_VOLUME_MMSE_f0bd89a08f_atomic_roi_Right-Inf-Lat-Vent,ADNI_BASELINE_FASTSURFER_SUBCORTICAL_VOLUME_MMSE_f0bd89a08f,llm_extended,atomic_roi,mmse_association,"Higher MMSE is associated with lower Right-Inf-Lat-Vent subcortical volume, after adjustment for age, sex, education, icv.","Higher MMSE is associated with lower Right-Inf-Lat-Vent subcortical volume, after adjustment for age, sex, education, icv.",mmse,volume,fastsurfer_subcortical_volume,fastsurfer,subcortical,ADNI_baseline,pooled,Right-Inf-Lat-Vent,ventricle_csf,ventricle_csf,,,,lower,t,-8.50386973,-0.21449165,-8.50386973,5.0984290894513505e-17,1.1981308360210677e-15,1272,64,,,fragile,fragile,weak,0.9060738346129618,0.1764705882352941,0.5625,,-0.112820527,E4_FS8_VS_FASTSURFER_VOLUME_DRIFT,gemini_3_1_pro,llm,llm,5,5,2,1,3,fragile,reject,"Higher MMSE is associated with higher Right-Inf-Lat-Vent subcortical volume, after adjustment for age, sex, education, icv.",Ventricles/CSF space expand in neurodegeneration; 'lower volume' is incorrect.
REV0033,OASIS1_BASELINE_FS8_SUBCORTICAL_VOLUME_MMSE_543c6804cb_atomic_roi_Right-Lateral-Ventricle,OASIS1_BASELINE_FS8_SUBCORTICAL_VOLUME_MMSE_543c6804cb,llm_extended,atomic_roi,mmse_association,"Higher MMSE is associated with lower Right-Lateral-Ventricle subcortical volume, after adjustment for age, sex, education.","Higher MMSE is associated with lower Right-Lateral-Ventricle subcortical volume, after adjustment for age, sex, education.",mmse,volume,fs8_subcortical_volume,freesurfer8,subcortical,OASIS1_baseline,pooled,Right-Lateral-Ventricle,ventricle_csf,ventricle_csf,,,,lower,t,-3.488196325,-0.206203605,-3.488196325,0.000582542,0.001624986,235,64,,,stable_and_transferable,stable,strong,0.912030318,0.8181818181818182,1,,0.4980881652530853,E2_ADNI_TO_OASIS_VOLUME_TRANSFER; E6_FS8_VOLUME_VS_THICKNESS_SENSITIVITY,gemini_3_1_pro,llm,llm,5,5,5,5,3,reject,reject,"Higher MMSE is associated with higher Right-Lateral-Ventricle subcortical volume, after adjustment for age, sex, education.",Ventricles/CSF space expand in neurodegeneration; 'lower volume' is incorrect.
REV0034,OASIS1_BASELINE_FS8_CORTICAL_VOLUME_CDR_IMPAIRMENT_9a4bc2fb06_atomic_roi_rh_parahippocampal,OASIS1_BASELINE_FS8_CORTICAL_VOLUME_CDR_IMPAIRMENT_9a4bc2fb06,llm_extended,atomic_roi,cdr_impairment_contrast,"CDR-defined cognitive impairment is associated with lower rh_parahippocampal cortical regional volume compared with CDR 0, after adjustment for age, sex, education.","CDR-defined cognitive impairment is associated with lower rh_parahippocampal cortical regional volume compared with CDR 0, after adjustment for age, sex, education.",diagnosis_binary_impairment_cdr,volume,fs8_cortical_volume,freesurfer8,cortical_regions,OASIS1_baseline,pooled,rh_parahippocampal,temporal,temporal,,,temporal,lower,t,-4.20006393,-0.551437575,-4.20006393,3.817421127339341e-05,0.000326469,235,68,,,stable_and_transferable,stable,moderate,0.793335115,0.7391304347826086,1,0.6854814814814815,,E2_ADNI_TO_OASIS_VOLUME_TRANSFER; E6_FS8_VOLUME_VS_THICKNESS_SENSITIVITY,gemini_3_1_pro,llm,llm,4,5,4,4,3,fragile,minor_revise,,
REV0035,ADNI_SPM_MATCHED_FS8_SCHAEFER7_DX_CN_AD_e23c09f7c3_atomic_roi_LH_Limbic_TempPole_4,ADNI_SPM_MATCHED_FS8_SCHAEFER7_DX_CN_AD_e23c09f7c3,llm_extended,atomic_roi,diagnosis_contrast,"AD is associated with lower LH_Limbic_TempPole_4 Schaefer 200 7-network cortical thickness compared with CN, after adjustment for age, sex, education.","AD is associated with lower LH_Limbic_TempPole_4 Schaefer 200 7-network cortical thickness compared with CN, after adjustment for age, sex, education.",diagnosis_binary_ad_cn,thickness,fs8_thickness_schaefer200_7,freesurfer8,schaefer200_7network,ADNI_SPM_MATCHED,pooled,LH_Limbic_TempPole_4,Limbic,temporal_pole,Limbic,,temporal,lower,t,-15.03017028,-0.718560087,-15.03017028,9.142688254957515e-48,3.693646055002836e-46,1554,202,,,stable_and_transferable,stable,strong,0.8928571428571429,0.6,1,0.8132431379398369,,E3_FS8_VS_SPM_THICKNESS_DRIFT,gemini_3_1_pro,llm,llm,4,5,5,5,3,fragile,minor_revise,,
REV0036,AIBL_BASELINE_FS8_CORTICAL_VOLUME_DX_CN_AD_266a22fefe_atomic_roi_rh_superiorparietal,AIBL_BASELINE_FS8_CORTICAL_VOLUME_DX_CN_AD_266a22fefe,llm_extended,atomic_roi,diagnosis_contrast,"AD is associated with lower rh_superiorparietal cortical regional volume compared with CN, after adjustment for age, sex.","AD is associated with lower rh_superiorparietal cortical regional volume compared with CN, after adjustment for age, sex.",diagnosis_binary_ad_cn,volume,fs8_cortical_volume,freesurfer8,cortical_regions,AIBL_baseline,pooled,rh_superiorparietal,parietal,parietal,,,parietal,lower,t,-7.859662993,-0.637799813,-7.859662993,9.138641277991463e-15,2.649185264576377e-14,1104,68,,,stable_and_transferable,stable,strong,0.8747184792151772,0.8181818181818182,1,0.7794241284915825,,E1_ADNI_TO_AIBL_VOLUME_TRANSFER; E6_FS8_VOLUME_VS_THICKNESS_SENSITIVITY,gemini_3_1_pro,llm,llm,5,5,5,5,3,fragile,minor_revise,,
REV0037,ADNI_BASELINE_FS8_CORTICAL_VOLUME_DX_CN_MCI_33363e6dbd_group_summary_temporal,ADNI_BASELINE_FS8_CORTICAL_VOLUME_DX_CN_MCI_33363e6dbd,llm_extended,group_summary,group_enrichment,"MCI-versus-CN effects are concentrated in temporal regions, where 16/18 regions meet support criteria.","MCI-versus-CN effects are concentrated in temporal regions, where 16/18 regions meet support criteria.",diagnosis_binary_mci_cn,volume,fs8_cortical_volume,freesurfer8,cortical_regions,ADNI_baseline,pooled,,temporal,temporal,,,temporal,lower,mean_abs_t,4.972966259977779,-0.297726965,,,,997,68,,,fragile,fragile,weak,0.896351137,0.025641026,0.1875,0.5672425947566304,,E1_ADNI_TO_AIBL_VOLUME_TRANSFER; E4_FS8_VS_FASTSURFER_VOLUME_DRIFT; E6_FS8_VOLUME_VS_THICKNESS_SENSITIVITY,gemini_3_1_pro,llm,llm,4,5,2,4,4,fragile,major_revise,, Low stability.
REV0038,AIBL_BASELINE_FS8_THICKNESS_SCHAEFER200_7_AGE_ddfc39d5dd_group_summary_Default,AIBL_BASELINE_FS8_THICKNESS_SCHAEFER200_7_AGE_ddfc39d5dd,llm_extended,group_summary,group_enrichment,"Age-associated effects are concentrated in Default network parcels, where 3/8 regions meet support criteria.","Age-associated effects are concentrated in Default network parcels, where 3/8 regions meet support criteria.",age,thickness,fs8_thickness_schaefer200_7,freesurfer8,schaefer200_7network,AIBL_baseline,pooled,,Default,prefrontal,Default,Default,frontal,higher,mean_abs_t,2.6221643206276517,0.060241667,,,,1298,202,,,fragile,moderate,insufficient,0.8999999999999998,1,0.6,,,E5_FS8_THICKNESS_ATLAS_SENSITIVITY; E6_FS8_VOLUME_VS_THICKNESS_SENSITIVITY,gemini_3_1_pro,llm,llm,4,5,4,4,3,fragile,minor_revise,,
REV0039,AIBL_BASELINE_FS8_SUBCORTICAL_VOLUME_DX_CN_MCI_2efad00881_group_summary_ventricle_csf,AIBL_BASELINE_FS8_SUBCORTICAL_VOLUME_DX_CN_MCI_2efad00881,llm_extended,group_summary,group_enrichment,"MCI-versus-CN effects are concentrated in ventricular/CSF-related regions, where 6/10 regions meet support criteria.","MCI-versus-CN effects are concentrated in ventricular/CSF-related regions, where 6/10 regions meet support criteria.",diagnosis_binary_mci_cn,volume,fs8_subcortical_volume,freesurfer8,subcortical,AIBL_baseline,pooled,,ventricle_csf,ventricle_csf,,,,higher,mean_abs_t,4.273097427831655,0.2998800389237814,,,,1131,64,,,stable_and_transferable,stable,moderate,0.8654855039116431,0.6,1,0.6571208851751527,,E1_ADNI_TO_AIBL_VOLUME_TRANSFER; E6_FS8_VOLUME_VS_THICKNESS_SENSITIVITY,gemini_3_1_pro,llm,llm,4,5,4,4,4,stable,accept,,
REV0040,ADNI_BASELINE_FS8_SUBCORTICAL_VOLUME_MMSE_6b265c44ab_group_summary_medial_temporal,ADNI_BASELINE_FS8_SUBCORTICAL_VOLUME_MMSE_6b265c44ab,llm_extended,group_summary,group_enrichment,"MMSE-associated effects are concentrated in medial temporal structures, where 4/4 regions meet support criteria.","MMSE-associated effects are concentrated in medial temporal structures, where 4/4 regions meet support criteria.",mmse,volume,fs8_subcortical_volume,freesurfer8,subcortical,ADNI_baseline,pooled,,medial_temporal,medial_temporal,,,,higher,mean_abs_t,11.929709454169194,0.3102529281653318,,,,1272,64,,,stable_and_transferable,stable,strong,0.9679705476300048,0.1764705882352941,1,,0.4980881652530853,E1_ADNI_TO_AIBL_VOLUME_TRANSFER; E2_ADNI_TO_OASIS_VOLUME_TRANSFER; E4_FS8_VS_FASTSURFER_VOLUME_DRIFT; E6_FS8_VOLUME_VS_THICKNESS_SENSITIVITY,gemini_3_1_pro,llm,llm,4,5,5,5,5,stable,accept,,
REV0041,AIBL_BASELINE_FS8_SUBCORTICAL_VOLUME_MMSE_f7441c7d7a_group_summary_ventricle_csf,AIBL_BASELINE_FS8_SUBCORTICAL_VOLUME_MMSE_f7441c7d7a,llm_extended,group_summary,group_enrichment,"MMSE-associated effects are concentrated in ventricular/CSF-related regions, where 6/10 regions meet support criteria.","MMSE-associated effects are concentrated in ventricular/CSF-related regions, where 6/10 regions meet support criteria.",mmse,volume,fs8_subcortical_volume,freesurfer8,subcortical,AIBL_baseline,pooled,,ventricle_csf,ventricle_csf,,,,lower,mean_abs_t,7.770370817,-0.179150227,,,,1291,64,,,stable_and_transferable,stable,strong,0.9679705476300048,0.9047619047619048,1,,0.4054304056271311,E1_ADNI_TO_AIBL_VOLUME_TRANSFER; E6_FS8_VOLUME_VS_THICKNESS_SENSITIVITY,gemini_3_1_pro,llm,llm,4,5,5,5,4,stable,accept,,
REV0042,AIBL_BASELINE_FS8_SUBCORTICAL_VOLUME_AGE_227148901e_group_summary_corpus_callosum,AIBL_BASELINE_FS8_SUBCORTICAL_VOLUME_AGE_227148901e,llm_extended,group_summary,group_enrichment,"Age-associated effects are concentrated in corpus callosum regions, where 4/5 regions meet support criteria.","Age-associated effects are concentrated in corpus callosum regions, where 4/5 regions meet support criteria.",age,volume,fs8_subcortical_volume,freesurfer8,subcortical,AIBL_baseline,pooled,,corpus_callosum,corpus_callosum,,,,lower,mean_abs_t,8.644577026693984,-0.234477562,,,,1298,64,,,stable_and_transferable,stable,strong,0.9496548550391168,0.6,1,,0.4400297081046349,E1_ADNI_TO_AIBL_VOLUME_TRANSFER; E6_FS8_VOLUME_VS_THICKNESS_SENSITIVITY,gemini_3_1_pro,llm,llm,4,5,5,5,5,stable,accept,,
REV0043,ADNI_SPM_MATCHED_SPM_THICKNESS_SCHAEFER200_7_MMSE_ac6aba6146_group_summary_Default,ADNI_SPM_MATCHED_SPM_THICKNESS_SCHAEFER200_7_MMSE_ac6aba6146,llm_extended,group_summary,group_enrichment,"MMSE-associated effects are concentrated in Default network parcels, where 2/7 regions meet support criteria.","MMSE-associated effects are concentrated in Default network parcels, where 2/7 regions meet support criteria.",mmse,thickness,spm_thickness_schaefer200_7,spm_cat12,schaefer200_7network,ADNI_SPM_MATCHED,pooled,,Default,precuneus_pcc,Default,Default,cingulate,higher,mean_abs_t,20.360018637449517,0.3586162472719171,,,,2892,202,,,stable_and_transferable,stable,strong,0.9285714285714288,0.5384615384615384,1,,0.4319838449947505,E3_FS8_VS_SPM_THICKNESS_DRIFT,gemini_3_1_pro,llm,llm,4,5,5,5,5,stable,accept,,
REV0044,ADNI_BASELINE_FS8_SUBCORTICAL_VOLUME_DX_CN_MCI_8a810a8b86_group_summary_medial_temporal,ADNI_BASELINE_FS8_SUBCORTICAL_VOLUME_DX_CN_MCI_8a810a8b86,llm_extended,group_summary,group_enrichment,"MCI-versus-CN effects are concentrated in medial temporal structures, where 4/4 regions meet support criteria.","MCI-versus-CN effects are concentrated in medial temporal structures, where 4/4 regions meet support criteria.",diagnosis_binary_mci_cn,volume,fs8_subcortical_volume,freesurfer8,subcortical,ADNI_baseline,pooled,,medial_temporal,medial_temporal,,,,lower,mean_abs_t,6.759921338491657,-0.416908379,,,,997,64,,,stable_and_transferable,stable,moderate,0.948281345,0.1428571428571428,0.7647058823529411,0.6571208851751527,,E1_ADNI_TO_AIBL_VOLUME_TRANSFER; E4_FS8_VS_FASTSURFER_VOLUME_DRIFT; E6_FS8_VOLUME_VS_THICKNESS_SENSITIVITY,gemini_3_1_pro,llm,llm,4,5,4,4,4,stable,accept,,
REV0045,OASIS1_BASELINE_FS8_CORTICAL_VOLUME_MMSE_5e704a8ccb_group_summary_temporal,OASIS1_BASELINE_FS8_CORTICAL_VOLUME_MMSE_5e704a8ccb,llm_extended,group_summary,group_enrichment,"MMSE-associated effects are concentrated in temporal regions, where 12/18 regions meet support criteria.","MMSE-associated effects are concentrated in temporal regions, where 12/18 regions meet support criteria.",mmse,volume,fs8_cortical_volume,freesurfer8,cortical_regions,OASIS1_baseline,pooled,,temporal,temporal,,,temporal,higher,mean_abs_t,4.434418744,0.2630943541374118,,,,235,68,,,stable_and_transferable,stable,strong,0.7649349162117799,0.6666666666666666,1,,0.392566855,E2_ADNI_TO_OASIS_VOLUME_TRANSFER; E6_FS8_VOLUME_VS_THICKNESS_SENSITIVITY,gemini_3_1_pro,llm,llm,4,5,5,5,4,stable,accept,,
REV0046,ADNI_BASELINE_FS8_CORTICAL_VOLUME_MMSE_b901c0adbb_group_summary_temporal,ADNI_BASELINE_FS8_CORTICAL_VOLUME_MMSE_b901c0adbb,llm_extended,group_summary,group_enrichment,"MMSE-associated effects are concentrated in temporal regions, where 14/18 regions meet support criteria.","MMSE-associated effects are concentrated in temporal regions, where 14/18 regions meet support criteria.",mmse,volume,fs8_cortical_volume,freesurfer8,cortical_regions,ADNI_baseline,pooled,,temporal,temporal,,,temporal,higher,mean_abs_t,11.87045994046021,0.2969596004972541,,,,1272,68,,,stable_and_transferable,stable,strong,0.9082337672252546,0.052631579,0.8235294117647058,,0.392566855,E1_ADNI_TO_AIBL_VOLUME_TRANSFER; E2_ADNI_TO_OASIS_VOLUME_TRANSFER; E4_FS8_VS_FASTSURFER_VOLUME_DRIFT; E6_FS8_VOLUME_VS_THICKNESS_SENSITIVITY,gemini_3_1_pro,llm,llm,4,5,5,5,5,stable,accept,,
REV0047,AIBL_BASELINE_FS8_SUBCORTICAL_VOLUME_DX_CN_MCI_2efad00881_ranking_top,AIBL_BASELINE_FS8_SUBCORTICAL_VOLUME_DX_CN_MCI_2efad00881,llm_extended,ranking,feature_ranking,"The top-ranked regions for the MCI-versus-CN contrast are Left-Inf-Lat-Vent, Right-Inf-Lat-Vent, Right-Amygdala, Left-Amygdala, Right-Lateral-Ventricle, Right-Hippocampus, Left-Hippocampus, Left-Lateral-Ventricle, CC_Central, CSF.","The top-ranked regions for the MCI-versus-CN contrast are Left-Inf-Lat-Vent, Right-Inf-Lat-Vent, Right-Amygdala, Left-Amygdala, Right-Lateral-Ventricle, Right-Hippocampus, Left-Hippocampus, Left-Lateral-Ventricle, CC_Central, CSF.",diagnosis_binary_mci_cn,volume,fs8_subcortical_volume,freesurfer8,subcortical,AIBL_baseline,pooled,,,,,,,,abs_t_rank,,,,,,1131,64,,,stable_and_transferable,stable,moderate,0.8654855039116431,0.6,1,0.6571208851751527,,E1_ADNI_TO_AIBL_VOLUME_TRANSFER; E6_FS8_VOLUME_VS_THICKNESS_SENSITIVITY,gemini_3_1_pro,llm,llm,4,5,4,4,4,stable,accept,,
REV0048,OASIS1_BASELINE_FS8_CORTICAL_VOLUME_CDR_IMPAIRMENT_9a4bc2fb06_ranking_top,OASIS1_BASELINE_FS8_CORTICAL_VOLUME_CDR_IMPAIRMENT_9a4bc2fb06,llm_extended,ranking,feature_ranking,"The top-ranked regions for CDR-defined impairment are rh_entorhinal, lh_inferiortemporal, lh_entorhinal, lh_middletemporal, rh_middletemporal, lh_precuneus, rh_parahippocampal, rh_precuneus, rh_superiortemporal, lh_inferiorparietal.","The top-ranked regions for CDR-defined impairment are rh_entorhinal, lh_inferiortemporal, lh_entorhinal, lh_middletemporal, rh_middletemporal, lh_precuneus, rh_parahippocampal, rh_precuneus, rh_superiortemporal, lh_inferiorparietal.",diagnosis_binary_impairment_cdr,volume,fs8_cortical_volume,freesurfer8,cortical_regions,OASIS1_baseline,pooled,,,,,,,,abs_t_rank,,,,,,235,68,,,stable_and_transferable,stable,moderate,0.793335115,0.7391304347826086,1,0.6854814814814815,,E2_ADNI_TO_OASIS_VOLUME_TRANSFER; E6_FS8_VOLUME_VS_THICKNESS_SENSITIVITY,gemini_3_1_pro,llm,llm,4,5,4,4,4,stable,accept,,
REV0049,AIBL_BASELINE_FS8_SUBCORTICAL_VOLUME_DX_CN_AD_c7233d1166_ranking_top,AIBL_BASELINE_FS8_SUBCORTICAL_VOLUME_DX_CN_AD_c7233d1166,llm_extended,ranking,feature_ranking,"The top-ranked regions for the AD-versus-CN contrast are Left-Inf-Lat-Vent, Right-Inf-Lat-Vent, Left-Hippocampus, Right-Hippocampus, Right-Amygdala, Left-Amygdala, Right-Lateral-Ventricle, Left-Lateral-Ventricle, Right-Accumbens-area, Left-Accumbens-area.","The top-ranked regions for the AD-versus-CN contrast are Left-Inf-Lat-Vent, Right-Inf-Lat-Vent, Left-Hippocampus, Right-Hippocampus, Right-Amygdala, Left-Amygdala, Right-Lateral-Ventricle, Left-Lateral-Ventricle, Right-Accumbens-area, Left-Accumbens-area.",diagnosis_binary_ad_cn,volume,fs8_subcortical_volume,freesurfer8,subcortical,AIBL_baseline,pooled,,,,,,,,abs_t_rank,,,,,,1104,64,,,stable_and_transferable,stable,strong,0.9809940174873448,0.9047619047619048,1,0.8837495544091634,,E1_ADNI_TO_AIBL_VOLUME_TRANSFER; E6_FS8_VOLUME_VS_THICKNESS_SENSITIVITY,gemini_3_1_pro,llm,llm,4,5,5,5,4,stable,accept,,
REV0050,AIBL_BASELINE_FS8_THICKNESS_SCHAEFER200_7_AGE_ddfc39d5dd_ranking_top,AIBL_BASELINE_FS8_THICKNESS_SCHAEFER200_7_AGE_ddfc39d5dd,llm_extended,ranking,feature_ranking,"The top-ranked regions for age association are LH_Limbic_TempPole_4, RH_Default_PFCdPFCm_2, RH_Limbic_OFC_1, RH_Limbic_OFC_3, LH_SomMot_1, LH_Default_PFC_2, LH_Limbic_TempPole_3, LH_Default_PFC_4, LH_Cont_Cing_1, RH_SalVentAttn_FrOperIns_1.","The top-ranked regions for age association are LH_Limbic_TempPole_4, RH_Default_PFCdPFCm_2, RH_Limbic_OFC_1, RH_Limbic_OFC_3, LH_SomMot_1, LH_Default_PFC_2, LH_Limbic_TempPole_3, LH_Default_PFC_4, LH_Cont_Cing_1, RH_SalVentAttn_FrOperIns_1.",age,thickness,fs8_thickness_schaefer200_7,freesurfer8,schaefer200_7network,AIBL_baseline,pooled,,,,,,,,abs_t_rank,,,,,,1298,202,,,fragile,moderate,insufficient,0.8999999999999998,1,0.6,,,E5_FS8_THICKNESS_ATLAS_SENSITIVITY; E6_FS8_VOLUME_VS_THICKNESS_SENSITIVITY,gemini_3_1_pro,llm,llm,4,5,4,4,4,tentative,accept,,
REV0051,ADNI_BASELINE_FASTSURFER_CORTICAL_VOLUME_DX_CN_MCI_85a5f25df2_ranking_top,ADNI_BASELINE_FASTSURFER_CORTICAL_VOLUME_DX_CN_MCI_85a5f25df2,llm_extended,ranking,feature_ranking,"The top-ranked regions for the MCI-versus-CN contrast are lh_pericalcarine, rh_pericalcarine, lh_cuneus, rh_postcentral, lh_transversetemporal, rh_paracentral, rh_transversetemporal, lh_paracentral, lh_postcentral, rh_rostralanteriorcingulate.","The top-ranked regions for the MCI-versus-CN contrast are lh_pericalcarine, rh_pericalcarine, lh_cuneus, rh_postcentral, lh_transversetemporal, rh_paracentral, rh_transversetemporal, lh_paracentral, lh_postcentral, rh_rostralanteriorcingulate.",diagnosis_binary_mci_cn,volume,fastsurfer_cortical_volume,fastsurfer,cortical_regions,ADNI_baseline,pooled,,,,,,,,abs_t_rank,,,,,,997,68,,,fragile,fragile,weak,0.896351137,0.025641026,0.1875,0.5672425947566304,,E4_FS8_VS_FASTSURFER_VOLUME_DRIFT,gemini_3_1_pro,llm,llm,4,5,2,4,4,fragile,major_revise,, Low stability.
